"asin","title","imgUrl","stars","reviews","price","category_id"
"B07MBJL3LJ","Fortnite HC-E Super Soaker Toy Water Blaster","https://m.media-amazon.com/images/I/71UWy1LK4gL._AC_UL320_.jpg","4.4","4814","21.69","228"
"B09BDCP3QJ","Hot Wheels Knight Rider [K.I.T.T.]","https://m.media-amazon.com/images/I/81B-1XdIZ9L._AC_UL320_.jpg","4.8","49","13.97","228"
"B0C3VLTMR9","POUYRBA Nano Tape Bubble Kit, 37pcs 9.84FT Nano Tape Bubble Kit for Kids Double Sided Tape Plastic Bubble Super Elastic Bubbles DIY Craft Kit for Party Favors","https://m.media-amazon.com/images/I/711DBQbaCSL._AC_UL320_.jpg","3.6","15","7.99","228"
"B07XX2BBXN","Sports Ankle Skip Ball, Flashing Jumping Ball for Boys Girls Fitness Toy - Christmas Day Gift 5 Colors","https://m.media-amazon.com/images/I/61dhh-ocloL._AC_UL320_.jpg","3.7","400","17.95","228"
"B0C52YNMVR","2 Pack Pool Chair Float for Adults – Zero Gravity Pool Floats – Multipurpose for Adults and Kids Floating","https://m.media-amazon.com/images/I/81evoExSLXL._AC_UL320_.jpg","4.0","184","9.99","228"
"B09JL23YRC","Paw Patrol Hopper Ball for Kids - Bundle with 15 Inch Paw Patrol Bouncy Ball with Handle, Stickers, and More (Paw Patrol Outdoor Toys)","https://m.media-amazon.com/images/I/81vxtb9RmsL._AC_UL320_.jpg","4.5","56","16.0","228"
"B0C53FF5LL","Electric Gel Ball Blatser - Splatter Ball Blaster [Upgrade][2 Batteries] Outdoor Water Toys, Water Gell Blaster Toys with Balls for Shooting Game Boys Girls Age 13+","https://m.media-amazon.com/images/I/81bxfOnfzvL._AC_UL320_.jpg","4.1","25","36.99","228"
"B0C8MB49N3","Electric Gel Ball Blaster Toy Gun, Splatter Ball Blaster with 50000 Gel Balls, Automatic Gel Ball Blaster Gun with Counting Target, Shooting Games Education Toy for 8,9,12+ Kids Boys&Girls Gift","https://m.media-amazon.com/images/I/71z+xu3rjdL._AC_UL320_.jpg","4.6","6","49.99","228"
"B0C897PTHN","Nano Tape Bubble & DIY Stress Balls Kit,Nano Double Sided Adhesive Tape Bubbles and 8 DIY Stress Balls for Boys and Girls Party Favours and Kids Craft Sensory Toys","https://m.media-amazon.com/images/I/816AFnF7FgL._AC_UL320_.jpg","3.9","17","12.99","228"
"B08RMTL1ZC","WINTECY Pack of 50 Ball Pit Balls, 2.2 inches/5.5 cm, BPA Free Plastic Balls Crush Proof Ocean Balls Phthalate Free Toys for Boys Girls Toddlers Indoor Outdoor (Black & White)","https://m.media-amazon.com/images/I/71gVwpbL2rL._AC_UL320_.jpg","4.4","42","13.99","228"
