"asin","title","imgUrl","stars","reviews","price","category_id"
"B09QBHZ3V1","AFX/Racemasters Ford GT40 Mk IIB #2 Sebring AFX22031 HO Slot Racing Cars","https://m.media-amazon.com/images/I/71e4pCfY5yL._AC_UL320_.jpg","4.5","24","34.57","240"
"B003RFZLN6","AFX Mega-G Tune Up Kit with Long & Short Pick Up Shoes","https://m.media-amazon.com/images/I/714vtPucKsL._AC_UL320_.jpg","4.5","264","11.49","240"
"B01M6D07FE","4-Gear Slot Car Pit Kit","https://m.media-amazon.com/images/I/81vYBMoP7lL._AC_UL320_.jpg","4.8","48","11.99","240"
"B07PKDN5K5","Go!! Speed Controller","https://m.media-amazon.com/images/I/31RZQyR52TL._AC_UL320_.jpg","4.2","11","18.16","240"
"B07JVTF9Q8","Hot Wheels Toy Story Buzz Lightyear Carnival Rescue","https://m.media-amazon.com/images/I/71sPRvxpZHL._AC_UL320_.jpg","4.6","849","15.58","240"
"B003IT5QDQ","Carrera 124/132 Pit Lane","https://m.media-amazon.com/images/I/51FClb0A9QL._AC_UL320_.jpg","4.7","553","81.16","240"
"B0BPG9VM66","Car Ramp Toys for Toddlers | Wooden Car Track for 1 2 Year Old with 4 Cars & Race Tracks | Montessori Toys Gift for Toddlers Boys and Girls","https://m.media-amazon.com/images/I/71K3LFxVKzL._AC_UL320_.jpg","3.6","15","24.99","240"
"B07N8B3MF4","Scalextric Chevrolet Monte Carlo 1986 Optimum #22 1:32 Slot Race Car C4038","https://m.media-amazon.com/images/I/71BE0CQMj5L._AC_UL320_.jpg","4.6","51","29.98","240"
"B07WKBYM5F","Scalextric Micro Scalextric My First Looney Tunes Bugs Bunny vs Daffy Duck Battery Powered 1:64 Slot Car Race Track Set G1141T, Yellow & Red","https://m.media-amazon.com/images/I/81Ccv9itjEL._AC_UL320_.jpg","4.4","219","39.99","240"
"B01CYE2NYK","Scalextric C1368T 24 Hr Le Mans Sports Cars Slot Car Analog 1:32 Race Track Set, Red/White/Black","https://m.media-amazon.com/images/I/81zbzgtQWgL._AC_UL320_.jpg","4.2","444","149.99","240"
"B08KTZ3DR1","Tracer Racers 2.4 GHz Radio Control Remote Slot-Less, Cordless Racing Super Loop Speedway Track Set with Two Cars","https://m.media-amazon.com/images/I/71jwmLB0QtL._AC_UL320_.jpg","4.1","83","114.99","240"
"B0002FQKLQ","Carrera 20574 1/30 High Banked Curve 6-Piece Track Add-on Accessory Parts for Digital 124/132 and Evolution","https://m.media-amazon.com/images/I/81JLS-TokqS._AC_UL320_.jpg","3.9","91","55.9","240"
"B08H5Y1Q4W","Carrera 64176 PAW Patrol Ready Race Rescue Marshall 1:43 Scale Analog Slot Car Racing Vehicle for Carrera GO!!! Slot Car Race Tracks","https://m.media-amazon.com/images/I/81Q13jZxC7L._AC_UL320_.jpg","4.1","108","23.21","240"
"B09CB26LLB","Carrera First Expansion Pack Extra Track for Battery-Powered Beginner Slot Car Racing Set for Kids Ages 3 Years and Up","https://m.media-amazon.com/images/I/91AF6FW1NqL._AC_UL320_.jpg","4.2","13","15.99","240"
"B084CJ3CBY","Scalextric Chevrolet Monte Carlo 'Arrow Head' #55 1:32 Slot Race Car C4079","https://m.media-amazon.com/images/I/71fkoWTeMOL._AC_UL320_.jpg","4.7","27","29.98","240"
"B0B6J73W3K","Car Ramp Toys | Wooden Car Track with 4 Cars & Race Tracks | Race Car Track with City Road Pattern | Montessori Toys Gift for Toddler Boys and Girls","https://m.media-amazon.com/images/I/71N00dgPr3L._AC_UL320_.jpg","3.9","17","25.99","240"
"B09PLFHSS8","TEMI Car Adventure Toys for Girls - Race Track for Toddlers3 4 5 6 7 Years Old, Puzzle Rail Car, City Rescue Magnet Toys w/ 3 Mini Cars, Educational Car Games Birthday Gift for Kid Boy","https://m.media-amazon.com/images/I/71584LuH-lL._AC_UL320_.jpg","3.5","127","29.99","240"
"B09ZKJJF59","Dinosaur Toys for Kids 3-5, 245 pcs Dino Race Car Track Create A Dinosaur World Road Race with Flexible Train Track Playset, 2 Electric Dinosaur Race Cars Toy,Best Gift for 3 4 5 Years Old Boys Girls","https://m.media-amazon.com/images/I/81JfsrxWPQL._AC_UL320_.jpg","4.0","91","24.99","240"
"B000VKHXC2","Scalextric C8515 - Digital Easy Fit Plug","https://m.media-amazon.com/images/I/81S8VBBeKrL._AC_UL320_.jpg","4.7","330","31.99","240"
"B07NQFW239","Hot Wheels Colossal Crash Track Set, Figure 8 Track Set, Competitive Play, Aerial Stunts, Toys for Boys Age 5 and Up","https://m.media-amazon.com/images/I/61RWBFNCpJL._AC_UL320_.jpg","4.5","2404","62.32","240"
"B08J4HZJGD","Hot Wheels Action Infinity Loop Kit","https://m.media-amazon.com/images/I/61bYumBtS4S._AC_UL320_.jpg","4.5","2416","35.99","240"
"B0002HL9K6","Carrera Of America Digital/Evolution 1/4 Straight Track, 2-Pieces in a Box","https://m.media-amazon.com/images/I/71ae4TZTv0L._AC_UL320_.jpg","4.7","338","24.99","240"
"B0BK24NDMQ","Carrera 64206 F1 Alpine Alonso No.14 1:43 Scale Analog Slot Car Racing Vehicle GO!!! Slot Car Toy Race Track Sets","https://m.media-amazon.com/images/I/71VGsLV9zaL._AC_UL320_.jpg","4.3","21","28.9","240"
"B000BOR0EY","Traxxas 5337 Skid Plate Set, Revo","https://m.media-amazon.com/images/I/5189FFIkE6L._AC_UL320_.jpg","4.7","90","9.79","240"
"B000FCM1IW","Scalextric 1:32 Sport / Digital Track - C8212 Silver Barriers x 5 and Clips x 15 , Gray","https://m.media-amazon.com/images/I/61+4C5zLxmL._AC_UL320_.jpg","4.3","215","18.29","240"
"B08DBQZLJ2","Auto World SC358 Christine 1958 Plymouth Fury HO Scale Electric Slot Car","https://m.media-amazon.com/images/I/61oce0v6ewL._AC_UL320_.jpg","4.3","57","32.99","240"
"B0007VTDNM","Carrera 61614 GO!!! and Digital 143 Extension Set 3 Add On Parts Includes Straights Curves High Curves","https://m.media-amazon.com/images/I/71prVj3pxJS._AC_UL320_.jpg","4.6","689","39.99","240"
"B0B1F64B5C","Carrera Digital 132 20030023 Race to Victory Digital Electric 1:32 Scale Slot Car Racing Track Set for Racing up to 6 Cars at Once - Includes Two 1:32 Scale Cars & Two Dual-Speed Controllers Age 8+","https://m.media-amazon.com/images/I/B1H23Fzpk4L._AC_UL320_.jpg","4.5","108","392.81","240"
"B09238XJXQ","Carrera 64191 Build 'n Race Truck 1:43 Scale Analog Slot Car Racing Vehicle for Carrera GO!!! Slot Car Toy Race Track Sets","https://m.media-amazon.com/images/I/81zuT9kEyCL._AC_UL320_.jpg","4.5","38","12.95","240"
"B08QZ7473J","AFX/Racemasters Highway Patrol #848 Mega G+ AFX21034 HO Slot Racing Cars","https://m.media-amazon.com/images/I/61EkGcpkX4L._AC_UL320_.jpg","4.7","27","29.99","240"
"B08YS1WDGT","Carrera Evolution 20025239 DTM Forever Analog Electric 1:32 Scale Slot Car Racing Track Set - Includes Two 1:32 Scale Cars & Two Dual-Speed Controllers Ages 8+","https://m.media-amazon.com/images/I/91OE7b36k5L._AC_UL320_.jpg","4.8","53","193.82","240"
"B09LRJJ6JH","Incredible PTFE Lubes for improving Slot Car Speed and Performance (Both Analog & Digital) All Scales, All Brands by Labelle Lubricants (102+106)","https://m.media-amazon.com/images/I/71Eu2Dp5sJL._AC_UL320_.jpg","4.6","35","19.97","240"
"B07QDBHVSS","Joysway oysway: Super 251 USB Power Slot Car Racing Set, LED Headlights, Strong Magnetic Base, Mechanical Lap Counter & Powerbase Integrated as Combo Track, For Ages 8 and up, 2251","https://m.media-amazon.com/images/I/81JQsOD09kL._AC_UL320_.jpg","4.3","1267","49.99","240"
"B00NR1413G","AFX/Racemasters Super International MG+ Set 25' AFX21018 HO Slot Racing Sets","https://m.media-amazon.com/images/I/71Mg-i6nUFL._AC_UL320_.jpg","4.5","97","306.99","240"
"B08YJMHJ24","AFX/Racemasters Track Pack AFX21045 HO Slot Racing Track","https://m.media-amazon.com/images/I/71HL90-JkcL._AC_UL320_.jpg","4.5","32","99.99","240"
"B07ZPFBCQX","Tracer Racers Second Generation 2.4 GHz R/C High Speed Radio Control 1:64 Scale Race Add-on Car - Blue","https://m.media-amazon.com/images/I/71yD5EhKfuL._AC_UL320_.jpg","4.4","108","29.99","240"
"B09J12J4TS","Team Nascar 930145 Race Track, Multicolour","https://m.media-amazon.com/images/I/91+G6-UTW3L._AC_UL320_.jpg","4.5","16","39.95","240"
"B08YH3J4DS","AFX/Racemasters Two Pack Stocker (MG+) Slot Cars, AFX22041","https://m.media-amazon.com/images/I/71SHXsBF7CL._AC_UL320_.jpg","4.4","74","65.99","240"
"B093WNTRH5","Himeeu Pull Back Racing Cars Die cast Race Car Vehicles,3 Inch Lightweight Friction Powered Car Toys for Toddlers,Color As Random, Set of 10","https://m.media-amazon.com/images/I/71GHb3VzolS._AC_UL320_.jpg","4.2","96","13.29","240"
