"asin","title","imgUrl","stars","reviews","price","category_id"
"B09LRFV2Q1","LEFXMOPHY CT-RC1US-21 Remote Cover Case Replacement for Toshiba/Insignia FireTV, Blue Silicone Protective Protector Glow in Dark","https://m.media-amazon.com/images/I/610b32+xd9L._AC_UL320_.jpg","4.6","2481","9.89","69"
"B083Q283J8","UGREEN 4K HDMI Cable 6.6FT,18Gbps High Speed Braided HDMI Cord 2.0 with Ethernet,Support 4K 60Hz 2160P 1080P 3D ARC Compatible with UHD TV Monitor Computer Xbox 360 PS5 PS4 Blu-ray and More","https://m.media-amazon.com/images/I/714DLZsEx4L._AC_UL320_.jpg","4.7","12818","8.99","69"
"B0CDLDNXGB","Breilytch HDMI Extension Cable 6.6ft, 8K HDMI 2.1 Extender Cable Male to Female Adapter Compatible with Laptop PC Xbox One S 360 PS5 PS4 Roku TV Stick Blu Ray Player Google Chromecast Wii U HDTV","https://m.media-amazon.com/images/I/71NBT6NTAeL._AC_UL320_.jpg","4.7","76","8.99","69"
"B07BW99W67","COSOOS Multi USB Cable, Multiple Cables Include 2 lPhone Cables, 1 USB Type C Cable and 1 Micro USB Cable, 4 Short USB Charging Cords Compatible with iPhone, Android, Samsung, Charging Station","https://m.media-amazon.com/images/I/41Mk5Wz9xGL._AC_UL320_.jpg","4.6","581","6.99","69"
"B001WHY3JO","Monoprice 102823 Access Series 16 Gauge AWG CL2 Rated 2 Conductor Speaker Wire/ Cable - 100ft Fire Safety In Wall Rated, Jacketed In White PVC material 99.9% Oxygen-Free Pure Bare Copper","https://m.media-amazon.com/images/I/51eQgwFv1fL._AC_UL320_.jpg","4.6","415","39.0","69"
"B07J4ST13K","URWOOW USB3.0 Square Flush Mount - 1M 3ft USB 3.0 Extension Mount, Dash Mount, Flush Mount, Panel Mount Cable, for Car, Boat, Motorcycle (3 feet)","https://m.media-amazon.com/images/I/51nDUQT5BaL._AC_UL320_.jpg","4.5","538","7.8","69"
"B0C3MWDQ5G","New Universal Remote for TV Remote, Replacement Compatible for All Samsung Smart TV, LED, LCD, HDTV, 3D, Series TV【Pack of 2】","https://m.media-amazon.com/images/I/61qO2qpyHFL._AC_UL320_.jpg","4.5","9","7.49","69"
"B0B1F7LR9V","AWINNER Charger Compatible for AfterShokz Aeropex AS800 & Shokz OpenRun Pro & OpenRun & OpenRun Mini & OpenComm- USB Charging Cable for Bone Conduction Headphones","https://m.media-amazon.com/images/I/51dLu60VQVL._AC_UL320_.jpg","4.8","174","7.9","69"
"B07C51T2JD","SCOVEE Camera USB Cable, Mini USB Data Transfer Cord for Canon PowerShot/Rebel/EOS/DSLR/ELPH,Sony/Nikon UC-E4 Cameras and Camcorders IFC-400PCU Interface Charge Replacement Computer Cable 6FT","https://m.media-amazon.com/images/I/518TMB6eCAL._AC_UL320_.jpg","4.4","386","6.99","69"
"B08PCJX912","VANAUX 90 Degree RCA Cable Subwoofer Cable Male to Male Digital Coaxial Audio Cable for Home Theater, Sound Bar, TV, PS4, Xbox,and More,Black (10ft/3m)","https://m.media-amazon.com/images/I/71IN6WaIeOL._AC_UL320_.jpg","4.4","442","15.99","69"
"B088NTBR5Z","DHCHAPU Universal Remote Control Suitable for Polk Audio Signa S1 S2 S3 RE6214-1","https://m.media-amazon.com/images/I/51LJN7CT8ZS._AC_UL320_.jpg","4.5","576","17.9","69"
"B0789BP9ZX","SIOCEN 3-Pack 4ft USB 2.0 A Type Male to DC 5.5 x 2.1mm DC 5V Power Plug Connector Cable USB to 5v Power Cable USB to DC Power Charger Cord","https://m.media-amazon.com/images/I/61EwyIf+m6L._AC_UL320_.jpg","4.4","762","7.99","69"
"B09CS5VZCS","NETGEAR AC1900 Wi-Fi USB 3.0 Adapter for Desktop PC , Dual Band WiFi Stick for Wireless Internet (A7000-10000) Certified Refurbished","https://m.media-amazon.com/images/I/51I5Q9fqWrL._AC_UL320_.jpg","4.3","141","49.94","69"
"B0BTNTMNC6","GOBGOD Single Port USB 3.0 Car Mount Flush Cable, USB3.0 Male to Female Car Mount Extension Cable for Car Motorcycle Boat Dashboard Panel 1ft","https://m.media-amazon.com/images/I/61+m1W39WxL._AC_UL320_.jpg","4.5","266","9.9","69"
"B07KRVB6WX","USB C Cable 10ft Type C Cable 3 Pack Fast Charging Cord Right Angle Charger Cable Nylon Braided Type C Cord for Samsung Galaxy S9 Plus S8, Note 9 8,LG G5 G6 V20,Google Pixel XL(Silver, 10Feet)","https://m.media-amazon.com/images/I/71tsFI2bMrL._AC_UL320_.jpg","4.4","1091","13.99","69"
"B08B3MKBVN","2 Pack Charger Charging Cable Cord for Samsung Galaxy Tab A 8.0"" 7.0"" 9.7"" 10.1"",E,S,S2,3,4,Tab 3 4, SM-T280 350 580 113 377 560 713 230 530 Tablet, Note 4 5, S7 S6 J7 J3 Micro USB Power Cord","https://m.media-amazon.com/images/I/618fyvPt3IL._AC_UL320_.jpg","4.3","304","7.85","69"
"B005T44LES","AudioQuest Evergreen 1m 3.28 feet RCA to RCA 1m 3'4""","https://m.media-amazon.com/images/I/61H4MImNk2L._AC_UL320_.jpg","4.5","570","79.95","69"
"B0C5WGTM9H","CableCreation USB C to RCA Audio Cable, Type-C to 2 Male Y RCA Splitter, 2RCA to USB C Adapter Cable for Phone, Tablet, Home Theater, DVD, Amplifier, Speaker, Car Stereo,Samsung Galaxy S23,6FT/2M","https://m.media-amazon.com/images/I/61Kcn+V6-dL._AC_UL320_.jpg","4.3","9","11.99","69"
"B082MLS334","TVI/CVI/AHD to HDMI Converter, Full HD 4K 720P/ 1080P/ 3MP/ 4MP/ 5MP/ 8MP BNC to HDMI Video Adapter for Monitor HDTV DVRs","https://m.media-amazon.com/images/I/61gKMIpYr9L._AC_UL320_.jpg","4.0","52","51.99","69"
"B0092T3E3A","Digital Wireless HDMI Transmitter and Receiver System for Laptops, HD 1080p 3D Video ","https://m.media-amazon.com/images/I/61Qclp7dZcL._AC_UL320_.jpg","3.9","800","249.99","69"
"B09HLDH2YK","GearIT TV Wall Mount/Monitor (TVs 37 to 80 inch) Up to 132lbs - Full Motion Swivel, Tilt, Articulating Arm, Vesa 200 300 400 600","https://m.media-amazon.com/images/I/71OhVYiL10L._AC_UL320_.jpg","4.7","30","64.99","69"
"B08JV61CDY","DGHUMEN 8K DisplayPort Extension Cable 3Feet, DP to DP Extension Cable, Male to Female,Supports 8K@60Hz,4K@144Hz-Grey","https://m.media-amazon.com/images/I/71NybjDacSL._AC_UL320_.jpg","4.4","316","11.99","69"
"B0B57WHP77","Anina 86392-35040 Antenna Ornament for Toyota 4 Runner 2010 2011 2012 2013 2014 Rubber Antenna Base Bezel Car Radio Antenna Mount Grommet Topper","https://m.media-amazon.com/images/I/71R18WjRIiL._AC_UL320_.jpg","4.5","152","10.99","69"
"B09GYNQFRR","2021 Model BN59-01357F Replacement Remote Control for Samsung Smart TVs Compatible with Neo QLED, The Frame and Crystal UHD Series (BN59-01357F) (Renewed)","https://m.media-amazon.com/images/I/51Zs3yA7BKL._AC_UL320_.jpg","4.1","87","89.99","69"
"B0BWRG1QTP","M MIMMU Projector Stand with Tray Beside Wall - Use on Table in Bedroom Living Room Office - Adjustable Height 33.8"" to 46.8""","https://m.media-amazon.com/images/I/41-Sx1VPRNL._AC_UL320_.jpg","4.0","22","60.9","69"
"B07H28VLFZ","TRENDnet 5-Port Gigabit PoE+ Powered EdgeSmart Switch with PoE Pass Through, 18W PoE Budget, 10Gbps Switching Capacity, Managed Switch, Wall-Mountable, Lifetime Protection, Black, TPE-P521ES","https://m.media-amazon.com/images/I/71nxQ5rwdCL._AC_UL320_.jpg","4.0","96","64.99","69"
"B09DGSNT1K","METZONIC USB A to Type C Metal Braided Fast Charge Cable, with Insulation Coated Steel [2 Pack, 6.6 Feet], Fast Charge Data Sync and Transfer Cord (Silver)","https://m.media-amazon.com/images/I/61aJW8aOf+L._AC_UL320_.jpg","4.5","73","19.99","69"
"B08MBSD8JB","Pack of 2 Remote Control for Hisense Roku TV Remote with Netflix, Disney, Hulu, Amazon Buttons, Remote for 32 40 43 50 55 58 65 75 inch Hisense 4K UDH QLED LED HDR Smart Roku TV, No Setup Required","https://m.media-amazon.com/images/I/71Jq9Iv5VvL._AC_UL320_.jpg","4.4","272","11.99","69"
"B07NSNT5HQ","Fire Emblem: Three Houses (Nintendo Switch) (European Version)","https://m.media-amazon.com/images/I/81n2eJ5TYGL._AC_UL320_.jpg","4.8","2974","49.0","69"
"B004Z0RBXK","Dish Network 179048 Wi-Fi Adapter USB Wireless Adapter Dual Band 802.11N","https://m.media-amazon.com/images/I/81GdDrBJzhL._AC_UL320_.jpg","4.3","651","44.99","69"
"B0BNCMNW1D","Ceybo OEM BN59-01363M Voice Remote Control for Samsung Smart TVs LCD LED HDTV Includes Netflix, Prime Video & Samsung TV Shortcuts QN50QN90AAFXZA, QN55LS03AAFXZA, QN55QN90AAFXZA, QN60Q60AAFXZA","https://m.media-amazon.com/images/I/610V785Ne8L._AC_UL320_.jpg","5.0","5","32.99","69"
"B01KG2RZF4","CERRXIAN USB OTG Cable - Black, USB Micro Male to Mini Male OTG Cable (Black) (1m)","https://m.media-amazon.com/images/I/61UkBIQ9moL._AC_UL320_.jpg","4.5","312","7.99","69"
"B07HMY17SV","Auhsuxo QC35 Replacement Charger Cable Cord Compatible for Bose QUIETCOMFORT35 QC35II QC25 QC20 SoundLink II Over-Ear Wireless Headphones (Black)","https://m.media-amazon.com/images/I/51BMDNPxDnL._AC_UL320_.jpg","4.4","641","6.79","69"
"B07WSXNDY7","ReplacementScrews Replacement Screw Compatible with LG Base Stands FAB30016124 - Set of 4","https://m.media-amazon.com/images/I/619IRpYXIIL._AC_UL320_.jpg","4.6","215","6.99","69"
"B09ND8P53T","PlusAcc for HomePod Mini Wall Mount - Holder Mount Compatible with Homepod Mini, No Muffled Sound, with Cord Management, Space Saving Accessories for Home Pod Mini (2Pack Black)","https://m.media-amazon.com/images/I/516hJdzwgmL._AC_UL320_.jpg","4.7","128","23.99","69"
"B0B344MFF8","Record-Happy CD Storage Rack Organizer Stand - Compact Disc Holder Display Shelf for CDs, DVDs and Video Games, Holds 18 Jewel Cases - Practical and Functional Wire Metal CD Case Holder (Black, 1)","https://m.media-amazon.com/images/I/61GVGb6jTgL._AC_UL320_.jpg","4.5","47","16.47","69"
"B0C4HL145B","Replacement Remote Control for Superfit Costway Treadmill SUP37SP747US-DK SUP37SP747US-SL SUP37SP747US-RE SP37513BK SP37513RE SP37036NY SP37036GN SP37036YE SP37036WH SP37036RE SP37036BK SP37036SL","https://m.media-amazon.com/images/I/61jIMlKUO2L._AC_UL320_.jpg","4.6","10","18.98","69"
"B07B11K27S","OREI USB Over Cat5e/6 Extender Upto 330 Feet - Extends USB 2.0 Signal Over LAN Ethernet with 2 Ports - Power Over Cable for Long Distance Extension Supports All Operating System (USB-EX330-K)","https://m.media-amazon.com/images/I/61sqxNQVsxL._AC_UL320_.jpg","4.3","41","69.99","69"
"B00H28H8DU","Plugable USB 2.0 Wireless N 802.11n 150 Mbps Nano WiFi Network Adapter (Realtek RTL8188EUS Chipset) Driverless Plug and Play for Windows","https://m.media-amazon.com/images/I/41H5ztxjbzL._AC_UL320_.jpg","4.5","1145","11.95","69"
"B0BJ182J9J","Digirig Shielded Short USB-A to USB-C Cable with Ferrites","https://m.media-amazon.com/images/I/41GG3BkrHrL._AC_UL320_.jpg","4.9","28","12.97","69"
"B076KTLMRM","New EN-KA92 Replace Remote fit for HISENSE TV 32H3E 32H3C 40H3E 40H3C 32D37 32H3B1 32H3B2 40H3B EN-KA91","https://m.media-amazon.com/images/I/716VMmYs+eL._AC_UL320_.jpg","4.6","636","6.73","69"
"B09R1RPKRQ","Upgrade TV Feet for TCL TV Stand Legs - Replacement TCL Roku TV Stand Legs for 28in 32in 40in 43in 49in 50in 55in 65in TV Base Stand for TCL Roku TV Legs with Screws Set Easy to Install","https://m.media-amazon.com/images/I/61AulMAiD2L._AC_UL320_.jpg","4.0","351","15.29","69"
"B0BGN1G8TQ","X6 PRO Android TV Box 10.0, Android TV Box 4GB RAM 64GB ROM, H616 Quad-Core 64bits 100M LAN Dual-WiFi 2.4G/5G Android Box with 6K/AV1/3D/USB 3.0/BT 4.2 with Wireless Keyboard","https://m.media-amazon.com/images/I/71AjYEBPc3L._AC_UL320_.jpg","4.1","134","64.99","69"
"B07WKKVVSY","OEM Samsung BN59-01312A OneRemote for 2019 QLED 8K & 4K TV Models.","https://m.media-amazon.com/images/I/51B0vpqSgwL._AC_UL320_.jpg","4.3","218","59.9","69"
"B09NVYSKBN","XHYCPY 120 Inch Projector Screen and Stand Portable Front Rear Projection Screen 16:9 HD 4K Foldable Movie Screen with Carry Bag for Outdoor Indoor Home Theater Backyard Cinema Travel","https://m.media-amazon.com/images/I/71VNJkquBQL._AC_UL320_.jpg","4.4","164","54.99","69"
"B07JC4Y15L","UHPPOTE 433mhz 12VDC Remote Control with DC Power Connector Specially Applied to Access Control Lock","https://m.media-amazon.com/images/I/71p03HcdMRL._AC_UL320_.jpg","4.4","73","30.3","69"
"B08RMZF7VB","Tez Cables E-Series Custom Coiled Aviator Keyboard Cables (5 ft, USB-C Painted GX-16, Black)","https://m.media-amazon.com/images/I/51VoykO8xeL._AC_UL320_.jpg","4.5","1547","19.99","69"
